Date,Close
2023-03-23 23:58:00,15.59333797
2023-03-24 23:58:00,15.69939753
2023-03-25 23:58:00,15.76637066
2023-03-26 23:58:00,15.77232886
2023-03-27 23:58:00,15.82351404
2023-03-28 23:58:00,15.38067315
2023-03-29 23:58:00,15.80863169
2023-03-30 23:58:00,15.64780425
2023-03-31 23:58:00,15.61377243
2023-04-01 23:58:00,15.63057388
2023-04-02 23:58:00,15.70845971
2023-04-03 23:58:00,15.36843876
2023-04-04 23:58:00,15.06973036
2023-04-05 23:58:00,14.76802779
2023-04-06 23:58:00,14.96943662
2023-04-07 23:58:00,14.96228432
2023-04-08 23:58:00,15.1208877
2023-04-09 23:58:00,15.24341566
2023-04-10 23:58:00,15.54251716
2023-04-11 23:58:00,15.99142579
2023-04-12 23:58:00,15.55922657
2023-04-13 23:58:00,15.10630931
2023-04-14 23:58:00,14.47826217
2023-04-15 23:58:00,14.48073115
2023-04-16 23:58:00,14.3255398
2023-04-17 23:58:00,14.19019025
2023-04-18 23:58:00,14.43483546
2023-04-19 23:58:00,14.87702967
2023-04-20 23:58:00,14.54429724
2023-04-21 23:58:00,14.74445569
2023-04-22 23:58:00,14.84202792
2023-04-23 23:58:00,14.81330698
2023-04-24 23:58:00,14.94309178
2023-04-25 23:58:00,15.1523243
2023-04-26 23:58:00,15.21208095
2023-04-27 23:58:00,15.44344382
2023-04-28 23:58:00,15.50256024
2023-04-29 23:58:00,15.31456788
2023-04-30 23:58:00,15.67052929
2023-05-01 23:58:00,15.33162201
2023-05-02 23:58:00,15.32398602
2023-05-03 23:58:00,15.25213869
2023-05-04 23:58:00,15.37304132
2023-05-05 23:58:00,14.79897371
2023-05-06 23:58:00,15.18587641
2023-05-07 23:58:00,15.21225854
2023-05-08 23:58:00,14.99918821
2023-05-09 23:58:00,14.95332265
2023-05-10 23:58:00,14.97947392
2023-05-11 23:58:00,15.01406548
2023-05-12 23:58:00,14.82369272
2023-05-13 23:58:00,14.91182926
2023-05-14 23:58:00,14.95802588
2023-05-15 23:58:00,14.95193027
2023-05-16 23:58:00,14.82299919
2023-05-17 23:58:00,15.05509612
2023-05-18 23:58:00,14.88277406
2023-05-19 23:58:00,14.82502427
2023-05-20 23:58:00,14.89676224
2023-05-21 23:58:00,14.82152106
2023-05-22 23:58:00,14.77107325
2023-05-23 23:58:00,14.68239154
2023-05-24 23:58:00,14.61239592
2023-05-25 23:58:00,14.66209589
2023-05-26 23:58:00,14.61151744
2023-05-27 23:58:00,14.67204969
2023-05-28 23:58:00,14.67049139
2023-05-29 23:58:00,14.65234239
2023-05-30 23:58:00,14.57324698
2023-05-31 23:58:00,14.53197261
2023-06-01 23:58:00,14.41365424
2023-06-02 23:58:00,14.28730155
2023-06-03 23:58:00,14.308979
2023-06-04 23:58:00,14.34756912
2023-06-05 23:58:00,14.19945382
2023-06-06 23:58:00,14.44813183
2023-06-07 23:58:00,14.37024078
2023-06-08 23:58:00,14.35954611
2023-06-09 23:58:00,14.38500675
2023-06-10 23:58:00,14.75540936
2023-06-11 23:58:00,14.80853987
2023-06-12 23:58:00,14.85768879
2023-06-13 23:58:00,14.89445435
2023-06-14 23:58:00,15.21607123
2023-06-15 23:58:00,15.35843702
2023-06-16 23:58:00,15.33500938
2023-06-17 23:58:00,15.34402705
2023-06-18 23:58:00,15.30303375
2023-06-19 23:58:00,15.47305049
2023-06-20 23:58:00,15.81212448
2023-06-21 23:58:00,15.90806272
2023-06-22 23:58:00,15.99733939
2023-06-23 23:58:00,16.19140841
2023-06-24 23:58:00,16.27026521
2023-06-25 23:58:00,16.03982568
2023-06-26 23:58:00,16.2870915
2023-06-27 23:58:00,16.22144365
2023-06-28 23:58:00,16.44146944
2023-06-29 23:58:00,16.44416608
2023-06-30 23:58:00,15.75960316
2023-07-01 23:58:00,15.89184586
2023-07-02 23:58:00,15.80622455
2023-07-03 23:58:00,15.94558756
2023-07-04 23:58:00,15.88723825
2023-07-05 23:58:00,15.9712366
2023-07-06 23:58:00,16.13109094
2023-07-07 23:58:00,16.23031921
2023-07-08 23:58:00,16.24011565
2023-07-09 23:58:00,16.20397214
2023-07-10 23:58:00,16.17689811
2023-07-11 23:58:00,16.30586711
2023-07-12 23:58:00,16.23143462
2023-07-13 23:58:00,15.70284516
2023-07-14 23:58:00,15.67914896
2023-07-15 23:58:00,15.6826426
2023-07-16 23:58:00,15.73199756
2023-07-17 23:58:00,15.75618317
2023-07-18 23:58:00,15.75109578
2023-07-19 23:58:00,15.81414487
2023-07-20 23:58:00,15.74819716
2023-07-21 23:58:00,15.81589195
2023-07-22 23:58:00,15.9873564
2023-07-23 23:58:00,15.92073618
2023-07-24 23:58:00,15.78128578
2023-07-25 23:58:00,15.74078933
2023-07-26 23:58:00,15.68532271
2023-07-27 23:58:00,15.6951531
2023-07-28 23:58:00,15.64349666
2023-07-29 23:58:00,15.60460651
2023-07-30 23:58:00,15.72884852
2023-07-31 23:58:00,15.7450013
2023-08-01 23:58:00,15.88007257
2023-08-02 23:58:00,15.87400406
2023-08-03 23:58:00,15.88290333
2023-08-04 23:58:00,15.91227454
2023-08-05 23:58:00,15.82534226
2023-08-06 23:58:00,15.89220181
2023-08-07 23:58:00,15.9796392
2023-08-08 23:58:00,16.04237722
2023-08-09 23:58:00,15.94258389
2023-08-10 23:58:00,15.90284059
2023-08-11 23:58:00,15.9204205
2023-08-12 23:58:00,15.90858032
2023-08-13 23:58:00,15.91929173
2023-08-14 23:58:00,15.94618085
2023-08-15 23:58:00,15.96571833
2023-08-16 23:58:00,15.89007774
2023-08-17 23:58:00,15.82906109
2023-08-18 23:58:00,15.67891859
2023-08-19 23:58:00,15.63875831
2023-08-20 23:58:00,15.53450326
2023-08-21 23:58:00,15.66200022
2023-08-22 23:58:00,15.93178593
2023-08-23 23:58:00,15.75090363
2023-08-24 23:58:00,15.77010708
2023-08-25 23:58:00,15.76735015
2023-08-26 23:58:00,15.79996821
2023-08-27 23:58:00,15.74071923
2023-08-28 23:58:00,15.80566478
2023-08-29 23:58:00,16.02992805
2023-08-30 23:58:00,16.00901719
2023-08-31 23:58:00,15.7667748
2023-09-01 23:58:00,15.84933823
2023-09-02 23:58:00,15.79699542
2023-09-03 23:58:00,15.87279629
2023-09-04 23:58:00,15.83275338
2023-09-05 23:58:00,15.78512532
2023-09-06 23:58:00,15.78206788
2023-09-07 23:58:00,15.96489391
2023-09-08 23:58:00,15.83139682
2023-09-09 23:58:00,15.83277199
2023-09-10 23:58:00,15.97201392
2023-09-11 23:58:00,16.23124371
2023-09-12 23:58:00,16.22728424
2023-09-13 23:58:00,16.31445281
2023-09-14 23:58:00,16.3210223
2023-09-15 23:58:00,16.20686282
2023-09-16 23:58:00,16.24744496
2023-09-17 23:58:00,16.3532817
2023-09-18 23:58:00,16.34996246
2023-09-19 23:58:00,16.56441838
2023-09-20 23:58:00,16.72409644
2023-09-21 23:58:00,16.76808465
2023-09-22 23:58:00,16.68336257
2023-09-23 23:58:00,16.68566597
2023-09-24 23:58:00,16.60217524
2023-09-25 23:58:00,16.55564867
2023-09-26 23:58:00,16.4485852
2023-09-27 23:58:00,16.49979434
2023-09-28 23:58:00,16.35814957
2023-09-29 23:58:00,16.13941683
2023-09-30 23:58:00,16.14285959
2023-10-01 23:58:00,16.13196294
2023-10-02 23:58:00,16.60962691
2023-10-03 23:58:00,16.55400489
2023-10-04 23:58:00,16.85539034
2023-10-05 23:58:00,17.01692749
2023-10-06 23:58:00,16.9845886
2023-10-07 23:58:00,17.11479378
2023-10-08 23:58:00,17.10536264
2023-10-09 23:58:00,17.46233369
2023-10-10 23:58:00,17.4587472
2023-10-11 23:58:00,17.13347065
2023-10-12 23:58:00,17.39372081
2023-10-13 23:58:00,17.29794091
2023-10-14 23:58:00,17.27591148
2023-10-15 23:58:00,17.46090072
2023-10-16 23:58:00,17.81310088
2023-10-17 23:58:00,18.15084538
2023-10-18 23:58:00,18.11655299
2023-10-19 23:58:00,18.32257087
2023-10-20 23:58:00,18.47942816
2023-10-21 23:58:00,18.37015542
2023-10-22 23:58:00,18.05952779
2023-10-23 23:58:00,18.64933005
2023-10-24 23:58:00,19.03427093
2023-10-25 23:58:00,19.31274956
2023-10-26 23:58:00,18.95461185
2023-10-27 23:58:00,19.05810081
2023-10-28 23:58:00,19.19109614
2023-10-29 23:58:00,19.23203814
2023-10-30 23:58:00,19.05728978
2023-10-31 23:58:00,19.10337175
2023-11-01 23:58:00,19.21247196
2023-11-02 23:58:00,19.38911025
2023-11-03 23:58:00,18.94181805
2023-11-04 23:58:00,18.87143499
2023-11-05 23:58:00,18.51570666
2023-11-06 23:58:00,18.44445233
2023-11-07 23:58:00,18.79483445
2023-11-08 23:58:00,18.87334544
2023-11-09 23:58:00,17.22412135
2023-11-10 23:58:00,17.97967182
2023-11-11 23:58:00,18.10356199
2023-11-12 23:58:00,18.13389691
2023-11-13 23:58:00,17.70658553
2023-11-14 23:58:00,17.95459696
2023-11-15 23:58:00,18.38744092
2023-11-16 23:58:00,18.42218922
2023-11-17 23:58:00,18.65478132
2023-11-18 23:58:00,18.63999516
2023-11-19 23:58:00,18.59195001
2023-11-20 23:58:00,18.53602747
2023-11-21 23:58:00,18.4047585
2023-11-22 23:58:00,18.12613037
2023-11-23 23:58:00,18.09257429
2023-11-24 23:58:00,18.14172654
2023-11-25 23:58:00,18.14161885
2023-11-26 23:58:00,18.14745261
2023-11-27 23:58:00,18.36741932
2023-11-28 23:58:00,18.46294354
2023-11-29 23:58:00,18.66763859
2023-11-30 23:58:00,18.36022633
2023-12-01 23:58:00,18.55286331
2023-12-02 23:58:00,18.22069757
2023-12-03 23:58:00,18.25233803
2023-12-04 23:58:00,18.74137798
2023-12-05 23:58:00,19.1978001
2023-12-06 23:58:00,19.63728993
2023-12-07 23:58:00,18.37353841
2023-12-08 23:58:00,18.7475557
2023-12-09 23:58:00,18.67136382
2023-12-10 23:58:00,18.62416742
2023-12-11 23:58:00,18.55580167
2023-12-12 23:58:00,18.81594072
2023-12-13 23:58:00,18.98351206
2023-12-14 23:58:00,18.56922425
2023-12-15 23:58:00,18.93327605
2023-12-16 23:58:00,18.96237788
2023-12-17 23:58:00,18.82537508
2023-12-18 23:58:00,19.25488817
2023-12-19 23:58:00,19.40560855
2023-12-20 23:58:00,19.83796768
2023-12-21 23:58:00,19.61577099
2023-12-22 23:58:00,18.92092622
2023-12-23 23:58:00,18.95392304
2023-12-24 23:58:00,18.95875542
2023-12-25 23:58:00,19.18083194
2023-12-26 23:58:00,19.05131884
2023-12-27 23:58:00,18.27648393
2023-12-28 23:58:00,18.19774391
2023-12-29 23:58:00,18.295989
2023-12-30 23:58:00,18.37810308
2023-12-31 23:58:00,18.55143266
2024-01-01 23:58:00,18.77454442
2024-01-02 23:58:00,19.06297152
2024-01-03 23:58:00,19.36519587
2024-01-04 23:58:00,19.47549848
2024-01-05 23:58:00,19.4402703
2024-01-06 23:58:00,19.61206078
2024-01-07 23:58:00,19.77813854
2024-01-08 23:58:00,20.14112706
2024-01-09 23:58:00,19.65401665
2024-01-10 23:58:00,18.05331687
2024-01-11 23:58:00,17.6732778
2024-01-12 23:58:00,16.93392804
2024-01-13 23:58:00,16.63312933
2024-01-14 23:58:00,16.89544294
2024-01-15 23:58:00,16.89715703
2024-01-16 23:58:00,16.66495254
2024-01-17 23:58:00,16.9002425
2024-01-18 23:58:00,16.73182684
2024-01-19 23:58:00,16.71479046
2024-01-20 23:58:00,16.85747904
2024-01-21 23:58:00,16.91429855
2024-01-22 23:58:00,17.07809956
2024-01-23 23:58:00,17.78238177
2024-01-24 23:58:00,17.96710712
2024-01-25 23:58:00,18.00454488
2024-01-26 23:58:00,18.43261975
2024-01-27 23:58:00,18.57884163
2024-01-28 23:58:00,18.61960212
2024-01-29 23:58:00,18.70358412
2024-01-30 23:58:00,18.30667484
2024-01-31 23:58:00,18.63753019
2024-02-01 23:58:00,18.70380691
2024-02-02 23:58:00,18.71350203
2024-02-03 23:58:00,18.74581732
2024-02-04 23:58:00,18.61032968
2024-02-05 23:58:00,18.56018484
2024-02-06 23:58:00,18.16467809
2024-02-07 23:58:00,18.28654366
2024-02-08 23:58:00,18.72959481
2024-02-09 23:58:00,18.92674865
2024-02-10 23:58:00,19.09462933
2024-02-11 23:58:00,19.24767589
2024-02-12 23:58:00,18.80621236
2024-02-13 23:58:00,18.80940524
2024-02-14 23:58:00,18.66588625
2024-02-15 23:58:00,18.39596094
2024-02-16 23:58:00,18.60347212
2024-02-17 23:58:00,18.53149828
2024-02-18 23:58:00,18.13886561
2024-02-19 23:58:00,17.57054875
2024-02-20 23:58:00,17.33959462
2024-02-21 23:58:00,17.46594794
2024-02-22 23:58:00,17.2724699
2024-02-23 23:58:00,17.3402093
2024-02-24 23:58:00,17.24613175
2024-02-25 23:58:00,16.62301709
2024-02-26 23:58:00,17.15197944
2024-02-27 23:58:00,17.59144292
2024-02-28 23:58:00,18.49225093
2024-02-29 23:58:00,18.34022455
2024-03-01 23:58:00,18.16492206
2024-03-02 23:58:00,18.12823342
2024-03-03 23:58:00,18.10162358
2024-03-04 23:58:00,18.81887884
2024-03-05 23:58:00,17.8971296
2024-03-06 23:58:00,17.27135667
2024-03-07 23:58:00,17.2816426
2024-03-08 23:58:00,17.530985
2024-03-09 23:58:00,17.48780608
2024-03-10 23:58:00,17.76027435
2024-03-11 23:58:00,17.72671968
2024-03-12 23:58:00,17.96581054
2024-03-13 23:58:00,18.22969592
2024-03-14 23:58:00,18.40154919
2024-03-15 23:58:00,18.57728672
2024-03-16 23:58:00,18.54480381
2024-03-17 23:58:00,18.8369459
2024-03-18 23:58:00,19.23349335
2024-03-19 23:58:00,19.61592626
2024-03-20 23:58:00,19.30712981
2024-03-21 23:58:00,18.76698954